age,policy_number,insured_sex,insured_education_level,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year
31,615116,FEMALE,MD,2015-01-20,Single Vehicle Collision,Side Collision,Major Damage,SC,Riverwood,2037 5th Drive,23,1,NO,0,44200,4420,8840,30940,Suburu,Forrestor,1997
43,947598,FEMALE,High School,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,VA,Northbrook,4699 Texas Ridge,1,1,?,2,66660,6060,6060,54540,Toyota,Highlander,2006
26,658002,FEMALE,Associate,2015-02-23,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,1832 Elm Hwy,9,1,YES,2,78320,7120,14240,56960,Saab,92x,2007
34,374545,FEMALE,PhD,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,WV,Columbus,5226 Maple St,3,1,?,0,105040,16160,16160,72720,Dodge,RAM,1999
43,805806,MALE,JD,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,3771 4th St,0,1,NO,2,50700,5070,5070,40560,Accura,RSX,2006
45,235097,FEMALE,MD,2015-02-18,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,8701 5th Lane,13,3,NO,1,51210,11380,5690,34140,Jeep,Wrangler,2015
48,290971,MALE,JD,2015-02-10,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,7574 4th St,18,3,NO,2,51840,8640,8640,34560,Volkswagen,Jetta,2001
33,180286,FEMALE,High School,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,NC,Riverwood,1989 Solo Lane,17,3,?,2,52800,5280,5280,42240,Nissan,Pathfinder,2006
42,662088,FEMALE,College,2015-01-27,Single Vehicle Collision,Front Collision,Minor Damage,WV,Springfield,6331 MLK Ave,11,1,?,0,55200,9200,13800,32200,Honda,Civic,1998
34,884365,MALE,Associate,2015-01-21,Vehicle Theft,?,Minor Damage,WV,Riverwood,8453 Elm St,0,1,YES,0,9100,1400,1400,6300,Chevrolet,Malibu,2003
51,178081,FEMALE,MD,2015-02-18,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Riverwood,1422 Flute Ave,14,3,?,1,67600,13520,6760,47320,Suburu,Legacy,2007
33,507452,MALE,College,2015-02-26,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Columbus,5058 4th Lane,4,1,NO,1,40800,6800,6800,27200,BMW,X5,2004
50,990624,MALE,PhD,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,3098 Oak Lane,2,3,NO,2,84500,13000,13000,58500,Volkswagen,Passat,2011
39,892148,MALE,PhD,2015-02-08,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,9103 MLK Lane,9,3,YES,2,71610,13020,6510,52080,Toyota,Highlander,2012
55,398683,MALE,MD,2015-01-19,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,8624 Francis Ave,21,4,?,0,60600,6060,12120,42420,Dodge,RAM,2007
41,605100,MALE,Masters,2015-02-08,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Riverwood,2905 Embaracadero Drive,0,3,NO,2,81240,6770,20310,54160,Mercedes,C300,2008
39,143109,FEMALE,PhD,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,WV,Springfield,3443 Maple Ridge,17,3,YES,0,29300,2930,5860,20510,Audi,A3,2010
31,230223,FEMALE,MD,2015-02-13,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbend,1618 Maple Hwy,21,3,NO,1,76450,6950,13900,55600,Dodge,RAM,1995
44,769602,FEMALE,College,2015-02-15,Multi-vehicle Collision,Side Collision,Major Damage,NY,Northbrook,3751 Tree Hwy,20,3,YES,0,49400,9880,4940,34580,Jeep,Wrangler,2010
38,420815,FEMALE,MD,2015-02-14,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,6848 Elm Hwy,5,1,NO,0,90530,16460,16460,57610,Ford,F150,2003
31,973546,FEMALE,Associate,2015-01-31,Vehicle Theft,?,Minor Damage,WV,Northbrook,4237 4th St,7,1,NO,2,8030,1460,730,5840,Mercedes,E400,1995
40,608039,FEMALE,PhD,2015-01-28,Single Vehicle Collision,Side Collision,Minor Damage,NY,Columbus,6581 Rock Ridge,6,1,NO,0,63900,6390,6390,51120,Accura,TL,2001
55,250162,MALE,PhD,2015-03-01,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Northbend,7236 Apache Lane,2,4,YES,0,38640,4830,4830,28980,Chevrolet,Tahoe,1997
58,786432,MALE,JD,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,3846 4th Hwy,19,3,?,1,41490,9220,4610,27660,Mercedes,E400,2004
35,445195,FEMALE,MD,2015-02-25,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Springfield,5028 Maple Ridge,21,3,YES,2,79090,14380,7190,57520,Nissan,Maxima,2012
35,938634,MALE,High School,2015-01-30,Multi-vehicle Collision,Side Collision,Major Damage,WV,Springfield,7426 Rock Drive,3,3,?,0,87900,17580,8790,61530,Dodge,Neon,1995
32,482495,MALE,Masters,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,WV,Columbus,5771 Best St,22,1,?,2,53400,5340,5340,42720,Jeep,Wrangler,1996
36,796005,MALE,College,2015-02-08,Single Vehicle Collision,Rear Collision,Total Loss,SC,Springfield,9818 Cherokee Ave,22,1,YES,2,52030,9460,9460,33110,Accura,MDX,1995
60,910604,MALE,High School,2015-01-13,Single Vehicle Collision,Front Collision,Minor Damage,VA,Arlington,7819 2nd Ave,16,1,NO,0,82060,14920,7460,59680,Saab,93,2005
35,327488,FEMALE,Associate,2015-01-18,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,1331 Elm Ridge,0,1,?,0,48360,8060,8060,32240,Nissan,Maxima,1997
31,715202,FEMALE,Masters,2015-03-01,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Hillsdale,9240 Britain Ave,1,3,?,2,52290,5810,11620,34860,Nissan,Maxima,1997
57,648852,MALE,College,2015-02-02,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,6668 Andromedia Ridge,19,3,YES,0,68200,12400,12400,43400,Jeep,Wrangler,2007
43,516959,MALE,PhD,2015-01-20,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,5276 2nd Lane,0,3,?,2,60750,13500,6750,40500,Jeep,Wrangler,2015
30,984456,FEMALE,College,2015-01-24,Multi-vehicle Collision,Front Collision,Major Damage,SC,Arlington,2889 Weaver St,2,3,?,0,65560,11920,11920,41720,Volkswagen,Passat,2015
50,801331,FEMALE,High School,2015-01-04,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Arlington,1879 4th Lane,5,3,YES,1,70290,12780,12780,44730,Mercedes,C300,2012
37,786103,FEMALE,JD,2015-01-17,Single Vehicle Collision,Rear Collision,Total Loss,SC,Columbus,5499 Elm Hwy,6,1,?,2,45000,5000,5000,35000,Suburu,Forrestor,2003
39,684193,FEMALE,JD,2015-02-04,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,8822 Sky St,21,3,YES,2,61800,12360,6180,43260,Suburu,Impreza,2007
46,247505,FEMALE,MD,2015-02-14,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,4254 Best Ridge,11,3,YES,0,64570,5870,11740,46960,Jeep,Wrangler,2001
61,259792,FEMALE,High School,2015-01-07,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Springfield,5812 Weaver Ave,3,1,YES,2,70500,7050,14100,49350,Suburu,Forrestor,2007
37,185124,MALE,JD,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbrook,7155 Apache Drive,4,3,?,2,57900,17370,5790,34740,Audi,A5,2005
46,760700,FEMALE,JD,2015-01-12,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,1376 Pine St,2,3,NO,1,57860,5260,10520,42080,Volkswagen,Jetta,2011
39,362407,MALE,PhD,2015-01-01,Single Vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,3340 3rd Hwy,22,1,?,1,37800,8400,4200,25200,Chevrolet,Silverado,1995
37,389525,FEMALE,MD,2015-02-22,Single Vehicle Collision,Front Collision,Total Loss,NY,Northbend,3097 4th Drive,8,1,?,1,63300,6330,6330,50640,Toyota,Highlander,2000
33,179538,FEMALE,College,2015-01-16,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,1916 Elm St,14,3,YES,0,44200,8840,4420,30940,Saab,93,1995
28,265437,MALE,High School,2015-01-28,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Arlington,8917 Cherokee Lane,14,4,NO,1,31680,3520,3520,24640,Toyota,Camry,2006
32,266247,FEMALE,MD,2015-01-23,Parked Car,?,Trivial Damage,WV,Northbrook,8492 Weaver Hwy,5,1,YES,1,100,10,20,70,Audi,A3,2002
61,921851,FEMALE,High School,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,WV,Columbus,3753 Francis Lane,18,1,NO,2,56340,6260,6260,43820,Volkswagen,Passat,2003
40,488724,FEMALE,JD,2015-02-11,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Springfield,4545 4th Ridge,20,3,?,0,69740,6340,6340,57060,Dodge,Neon,2003
38,192524,MALE,PhD,2015-01-03,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,2272 Embaracadero Drive,0,3,YES,2,60480,5040,15120,40320,Volkswagen,Jetta,2003
61,338070,FEMALE,High School,2015-01-30,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Hillsdale,5341 5th Ave,1,3,?,2,80880,6740,13480,60660,Nissan,Ultima,2005
61,865607,FEMALE,Masters,2015-01-18,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,7745 Washington Ridge,10,1,?,1,49390,8980,4490,35920,Suburu,Legacy,2009
29,963285,FEMALE,MD,2015-01-04,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,1275 4th Ridge,12,1,NO,0,69360,11560,11560,46240,Dodge,RAM,2009
41,728491,FEMALE,Associate,2015-01-20,Vehicle Theft,?,Minor Damage,NY,Springfield,4857 Weaver St,6,1,NO,0,3740,680,680,2380,Chevrolet,Malibu,2011
33,553436,MALE,PhD,2015-02-12,Parked Car,?,Trivial Damage,NY,Hillsdale,8211 Sky Hwy,1,1,NO,0,5060,460,920,3680,Nissan,Ultima,2003
48,440616,FEMALE,MD,2015-02-19,Multi-vehicle Collision,Front Collision,Total Loss,WV,Columbus,8617 Best Ave,21,3,NO,0,35860,3260,6520,26080,BMW,X5,2005
40,463237,MALE,Associate,2015-02-21,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,9856 Apache St,3,3,YES,2,50050,7700,3850,38500,Ford,Fusion,2008
27,753452,MALE,College,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,1951 Best Ave,14,4,YES,0,59070,10740,5370,42960,Toyota,Camry,2012
30,920554,MALE,College,2015-02-01,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,1824 5th Lane,19,3,NO,1,28440,3160,3160,22120,Dodge,Neon,2007
34,594783,FEMALE,College,2015-01-08,Single Vehicle Collision,Front Collision,Major Damage,OH,Springfield,7393 Washington St,7,1,YES,2,45540,8280,8280,28980,Honda,Civic,1998
34,725330,FEMALE,JD,2015-01-16,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,1386 Britain St,0,1,?,0,38700,7740,3870,27090,Volkswagen,Passat,2012
39,607259,MALE,Masters,2015-02-20,Parked Car,?,Trivial Damage,SC,Northbrook,7928 Maple Ridge,6,1,YES,2,5830,1060,530,4240,Nissan,Pathfinder,2011
32,979336,FEMALE,Associate,2015-01-30,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,1546 Cherokee Ave,0,1,YES,0,57240,4770,9540,42930,BMW,X6,1995
39,865201,MALE,High School,2015-01-19,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,2003 2nd Hwy,9,3,YES,0,46200,4200,8400,33600,Suburu,Legacy,2015
32,140977,FEMALE,Masters,2015-02-25,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,9418 5th Hwy,23,1,YES,0,57700,5770,5770,46160,Toyota,Camry,2003
48,787351,MALE,College,2015-01-24,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,8770 1st Lane,13,3,NO,2,56160,4680,9360,42120,Saab,95,1995
47,272330,MALE,MD,2015-01-16,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,1087 Flute Drive,0,3,?,0,44400,5550,5550,33300,Jeep,Grand Cherokee,1999
56,728025,MALE,Masters,2015-01-12,Single Vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,2217 Tree Lane,7,1,?,2,92730,16860,8430,67440,Mercedes,E400,2004
33,804608,FEMALE,PhD,2015-01-04,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbrook,6741 Oak Ridge,23,1,YES,0,30700,3070,6140,21490,Toyota,Corolla,2015
24,718829,FEMALE,High School,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,56600,11320,5660,39620,Toyota,Camry,1999
24,482404,FEMALE,MD,2015-02-01,Parked Car,?,Trivial Damage,VA,Hillsdale,4390 4th Drive,20,1,YES,0,3960,660,660,2640,Audi,A3,1998
30,331170,MALE,College,2015-02-14,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,1437 3rd Lane,22,1,YES,0,34800,3480,6960,24360,Accura,MDX,1999
36,753056,FEMALE,JD,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,1186 Rock St,10,3,?,2,79500,7950,7950,63600,Chevrolet,Tahoe,2000
34,910365,FEMALE,College,2015-01-22,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,4394 Oak St,10,1,?,2,56000,5600,5600,44800,Chevrolet,Malibu,2009
29,379268,FEMALE,Masters,2015-01-14,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,8368 Cherokee Ave,17,1,YES,1,73260,16280,0,56980,Volkswagen,Jetta,2014
46,362843,MALE,MD,2015-02-03,Parked Car,?,Trivial Damage,WV,Arlington,4905 Best Lane,3,1,YES,2,4950,900,450,3600,Toyota,Camry,1995
42,135400,MALE,Masters,2015-01-20,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,3618 Sky Ave,10,1,NO,0,48000,4800,9600,33600,Saab,95,2013
37,798579,MALE,College,2015-01-01,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,5459 MLK Ave,1,1,YES,0,52200,10440,5220,36540,Nissan,Pathfinder,2005
38,250833,FEMALE,JD,2015-02-02,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,1371 Texas Lane,1,3,NO,2,73800,12300,12300,49200,Audi,A3,1995
34,824116,FEMALE,JD,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,2654 Embaracadero St,7,1,?,1,78200,15640,7820,54740,Audi,A3,2009
33,322613,MALE,Associate,2015-01-26,Single Vehicle Collision,Rear Collision,Major Damage,VA,Northbend,2123 Texas Ave,19,1,?,2,55200,13800,9200,32200,Saab,93,2015
43,871305,FEMALE,PhD,2015-01-02,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,4538 Flute Hwy,3,3,NO,0,57060,6340,6340,44380,Ford,Fusion,2012
30,488037,FEMALE,Masters,2015-02-25,Vehicle Theft,?,Minor Damage,WV,Arlington,4434 Weaver St,3,1,NO,0,4680,520,520,3640,Chevrolet,Malibu,2013
56,485813,FEMALE,Masters,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,2798 1st Ave,23,1,NO,2,53100,5310,5310,42480,Accura,MDX,2005
48,886473,FEMALE,MD,2015-02-09,Vehicle Theft,?,Minor Damage,WV,Springfield,2809 Francis Lane,7,1,?,1,3520,640,320,2560,Accura,MDX,2013
25,907113,FEMALE,Masters,2015-01-16,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,7281 Oak St,0,3,NO,0,72900,14580,14580,43740,Nissan,Maxima,2010
38,833321,FEMALE,PhD,2015-02-01,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,9878 Washington Ave,10,1,?,0,70700,7070,14140,49490,Volkswagen,Passat,2008
30,521592,FEMALE,College,2015-02-10,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,2537 5th Ave,4,4,?,0,60170,5470,10940,43760,Nissan,Pathfinder,2006
42,254837,MALE,High School,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,8493 Apache Drive,16,1,?,1,74800,13600,6800,54400,Ford,Fusion,2009
41,634499,MALE,College,2015-01-01,Vehicle Theft,?,Trivial Damage,WV,Northbend,2878 Britain Hwy,3,1,YES,2,4100,820,410,2870,Chevrolet,Malibu,2009
47,574707,MALE,High School,2015-02-23,Single Vehicle Collision,Side Collision,Minor Damage,SC,Columbus,2862 Tree Ridge,5,1,YES,0,61490,5590,11180,44720,Dodge,RAM,2009
29,476839,MALE,High School,2015-01-28,Vehicle Theft,?,Trivial Damage,VA,Hillsdale,4453 Best Ave,14,1,?,0,7200,720,1440,5040,Audi,A5,1999
34,149601,FEMALE,PhD,2015-02-22,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Arlington,5191 4th St,7,3,?,0,45100,8200,4100,32800,Nissan,Pathfinder,2011
53,630683,MALE,JD,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbend,1364 Best St,16,1,?,2,66660,12120,6060,48480,Honda,Civic,2006
41,500639,FEMALE,PhD,2015-01-10,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,8946 2nd Drive,6,1,NO,2,76400,15280,7640,53480,Volkswagen,Jetta,1997
37,352120,FEMALE,MD,2015-01-25,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,3726 MLK Hwy,10,1,YES,1,58300,10600,10600,37100,Ford,F150,2001
49,569245,FEMALE,JD,2015-01-10,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,2820 Britain St,19,1,?,1,57310,5210,10420,41680,Volkswagen,Passat,2002
32,907012,FEMALE,PhD,2015-01-28,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,2646 MLK Drive,10,1,?,0,53100,5900,5900,41300,Suburu,Impreza,2006
24,700074,FEMALE,MD,2015-02-18,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,6256 Elm St,6,3,NO,1,74700,14940,7470,52290,Suburu,Forrestor,1997
28,866805,FEMALE,Associate,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,9724 Maple St,12,3,NO,2,60500,12100,6050,42350,Audi,A5,1995
26,951863,MALE,Masters,2015-01-20,Multi-vehicle Collision,Side Collision,Total Loss,NC,Riverwood,7397 4th Drive,10,3,YES,2,84920,7720,15440,61760,Jeep,Wrangler,2006
36,211578,FEMALE,MD,2015-01-10,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbrook,3488 Flute Lane,0,1,NO,2,61050,5550,11100,44400,Dodge,Neon,2009
26,357394,MALE,JD,2015-01-07,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,9082 3rd Lane,12,3,YES,2,69080,12560,6280,50240,Audi,A5,2009
46,863749,FEMALE,JD,2015-01-16,Vehicle Theft,?,Minor Damage,VA,Arlington,1941 5th Ridge,10,1,YES,1,4560,760,380,3420,Nissan,Pathfinder,2007
28,596914,FEMALE,JD,2015-01-01,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,5333 MLK Lane,3,4,NO,0,67800,11300,11300,45200,Ford,F150,2011
32,684653,MALE,PhD,2015-01-07,Vehicle Theft,?,Minor Damage,SC,Riverwood,4577 Sky Hwy,21,1,YES,1,5600,1120,560,3920,Suburu,Legacy,2005
55,528259,MALE,JD,2015-02-17,Vehicle Theft,?,Minor Damage,NC,Northbrook,4814 Lincoln Lane,6,1,?,0,9000,900,1800,6300,Mercedes,ML350,2015
43,797636,FEMALE,JD,2015-02-26,Single Vehicle Collision,Rear Collision,Total Loss,VA,Northbend,2381 1st Hwy,0,1,NO,0,85320,21330,7110,56880,Nissan,Pathfinder,2006
24,326180,FEMALE,PhD,2015-01-31,Vehicle Theft,?,Trivial Damage,NC,Arlington,6939 3rd Hwy,6,1,NO,0,5940,540,1080,4320,Audi,A5,2001
34,620075,FEMALE,PhD,2015-02-27,Multi-vehicle Collision,Side Collision,Major Damage,SC,Arlington,5269 Flute Hwy,20,3,YES,1,51370,9340,4670,37360,BMW,M5,2000
43,965187,MALE,Associate,2015-03-01,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,7197 2nd Drive,4,1,NO,2,51600,10320,5160,36120,Dodge,Neon,2011
44,516182,FEMALE,High School,2015-02-13,Parked Car,?,Trivial Damage,SC,Arlington,1741 Best Ridge,9,1,NO,0,5400,600,600,4200,Chevrolet,Malibu,1998
39,728839,MALE,JD,2015-01-08,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,9148 4th Hwy,20,3,?,1,48870,5430,5430,38010,Saab,95,1999
44,771509,FEMALE,JD,2015-02-05,Vehicle Theft,?,Minor Damage,WV,Springfield,4279 Solo Drive,7,1,NO,2,5590,860,860,3870,BMW,X5,2000
48,264221,MALE,Masters,2015-02-20,Multi-vehicle Collision,Front Collision,Major Damage,NY,Springfield,9177 Texas Ave,18,3,?,0,54960,6870,0,48090,Toyota,Corolla,2002
47,602704,FEMALE,Associate,2015-01-24,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,5969 Francis St,0,3,NO,1,39800,7960,3980,27860,Jeep,Wrangler,2014
37,672416,FEMALE,Masters,2015-01-31,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,9942 Tree Ave,11,3,?,0,56160,6240,6240,43680,Ford,Fusion,2015
42,545506,MALE,Associate,2015-01-23,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,5474 Weaver Hwy,13,1,NO,0,52700,5270,10540,36890,Toyota,Corolla,2005
43,777533,FEMALE,Associate,2015-01-11,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,1102 Apache Hwy,19,3,YES,1,68580,7620,7620,53340,Jeep,Wrangler,2010
60,953334,MALE,MD,2015-02-20,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,9214 Texas Drive,23,1,YES,1,90860,12980,19470,58410,Volkswagen,Jetta,2004
53,369781,MALE,Associate,2015-02-24,Parked Car,?,Trivial Damage,NC,Northbend,8991 Texas Hwy,23,1,NO,0,5700,570,570,4560,Saab,93,2001
21,990998,MALE,Associate,2015-01-19,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,9580 MLK Ave,19,3,YES,2,94930,8630,8630,77670,Accura,RSX,2014
43,982678,MALE,MD,2015-01-08,Single Vehicle Collision,Side Collision,Major Damage,SC,Northbend,5868 Best Drive,19,1,NO,1,46800,4680,9360,32760,Audi,A5,2007
47,646069,FEMALE,MD,2015-03-01,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,5318 5th Ave,17,3,NO,2,56320,7040,7040,42240,Mercedes,ML350,2000
46,331683,MALE,Associate,2015-01-21,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,7502 Rock Lane,18,1,NO,1,83490,7590,15180,60720,Nissan,Pathfinder,1996
36,364055,FEMALE,College,2015-02-28,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbrook,4627 Elm Ridge,17,3,NO,2,57900,5790,5790,46320,Saab,95,2008
36,521854,MALE,High School,2015-01-26,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,5584 Britain Lane,11,3,?,1,49410,5490,5490,38430,Audi,A3,2015
45,737252,MALE,Associate,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,7002 Oak Hwy,22,3,?,0,66200,6620,6620,52960,Suburu,Impreza,2012
46,344480,MALE,MD,2015-02-20,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,4780 Best Drive,7,1,NO,0,64080,10680,10680,42720,Toyota,Camry,2005
43,898519,FEMALE,College,2015-02-17,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,8995 1st Ave,17,3,?,2,42500,8500,4250,29750,Nissan,Pathfinder,2000
30,957816,MALE,PhD,2015-02-02,Multi-vehicle Collision,Side Collision,Total Loss,SC,Columbus,5586 2nd St,16,3,NO,2,48950,8900,4450,35600,Suburu,Legacy,2005
42,175960,FEMALE,MD,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,1589 Best Ave,13,3,NO,1,58850,10700,10700,37450,Accura,MDX,1999
40,489618,FEMALE,Masters,2015-02-11,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Northbrook,1880 Weaver Drive,17,3,YES,0,82400,8240,8240,65920,Nissan,Pathfinder,2006
44,717044,FEMALE,College,2015-01-25,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,7295 Tree Hwy,3,1,YES,2,54240,6780,6780,40680,Suburu,Impreza,2009
26,101421,FEMALE,Associate,2015-02-23,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Arlington,8832 Pine Drive,15,3,?,0,74200,7420,7420,59360,Jeep,Wrangler,1996
53,793948,FEMALE,Associate,2015-01-29,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,1620 Oak Ave,16,1,YES,2,47430,5270,5270,36890,Toyota,Camry,2000
43,737483,FEMALE,Associate,2015-01-02,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,3847 Elm Hwy,18,1,?,1,68200,13640,6820,47740,Dodge,RAM,2003
33,695117,FEMALE,JD,2015-02-06,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,3177 MLK Ridge,18,1,NO,1,63900,7100,7100,49700,Accura,TL,2014
39,167466,FEMALE,JD,2015-02-14,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,3929 Oak Drive,22,2,NO,0,59300,11860,5930,41510,Dodge,RAM,2008
44,664732,FEMALE,College,2015-02-04,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Springfield,1469 Lincoln Drive,15,3,NO,1,66900,6690,13380,46830,Suburu,Forrestor,1999
27,143038,MALE,JD,2015-02-12,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,9719 4th Lane,16,3,YES,1,40810,3710,7420,29680,Ford,F150,2000
43,979963,FEMALE,JD,2015-02-12,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,3196 Cherokee St,18,1,?,1,75400,15080,7540,52780,Honda,CRV,2011
34,467841,FEMALE,JD,2015-01-28,Parked Car,?,Minor Damage,WV,Northbend,8492 Andromedia Ridge,8,1,NO,2,4200,420,840,2940,Jeep,Wrangler,2013
45,219028,FEMALE,Associate,2015-01-10,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,1353 Washington St,23,3,YES,0,52650,5850,5850,40950,Ford,F150,2001
49,130156,FEMALE,PhD,2015-01-19,Single Vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,6731 Andromedia Hwy,18,1,?,0,42240,7680,7680,26880,Chevrolet,Malibu,2007
39,762951,FEMALE,JD,2015-01-19,Single Vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,5769 Texas Lane,10,1,YES,1,59490,6610,6610,46270,Mercedes,ML350,1995
